block,presentation,shape1,shape2,shape3,span,is_set,train_test
2,rrr,rsl,rml,rtl,1,1,test
2,rlr,bsf,gtl,gsd,3,0,test
2,lll,gml,rsd,rmf,3,0,test
2,rrr,gtd,rsl,bsd,3,0,test
2,rlr,rsl,gmd,rmf,3,0,test
2,rlr,bml,gsf,btf,3,0,test
2,rrr,gmd,gml,rmd,1,0,test
2,rrl,bsd,bsf,rsd,1,0,test
2,rrr,rtf,gtf,gtl,1,0,test
2,rrr,rtd,bml,gsf,3,1,test
2,lll,gmd,bmd,bmf,1,0,test
2,rlr,bsf,gmd,rtl,3,1,test
2,rrl,rml,rmd,rsd,1,0,test
2,lll,rtd,rtl,rtf,1,1,test
2,rlr,bsl,bsf,bsd,1,1,test
2,rrl,btf,bmf,bsf,1,1,test
2,rrl,gsl,rmd,bsl,3,0,test
2,rrr,bmf,bmd,bml,1,1,test
2,rrr,bsd,rtl,gtl,3,0,test
2,rrl,rmd,bsl,gtf,3,1,test
2,rrl,rtf,gsd,rmd,3,0,test
2,rrr,bsl,gtd,rmf,3,1,test
2,rlr,rsd,rmd,rtd,1,1,test
2,rrl,rsl,gtf,bmd,3,1,test
2,lll,gtd,bml,rsf,3,1,test
2,lll,gmf,btl,rsd,3,1,test
2,rlr,rsl,btd,gmf,3,1,test
2,rrl,rsd,rtd,rmd,1,1,test
2,lll,btd,rtd,gtd,1,1,test
3,lll,bml,bmd,bmf,1,1,test
3,rll,gtf,bml,rsd,3,1,test
3,rrr,gsl,gsd,gsf,1,1,test
3,rll,gtf,rtf,btf,1,1,test
3,lrl,rml,rsl,bsl,1,0,test
3,rll,rtd,bsf,gml,3,1,test
3,rrr,bmf,btf,gmf,1,0,test
3,lll,rmf,rsf,rml,1,0,test
3,rll,bsl,gsl,rsl,1,1,test
3,rrr,bsd,btd,bmd,1,1,test
3,lll,gmf,bmf,rmf,1,1,test
3,rll,rsl,bmd,btd,3,0,test
3,rrr,btd,bmd,bsd,1,1,test
3,rrr,gsl,bmd,gsf,3,0,test
3,lll,rsd,gtl,bmf,3,1,test
3,lll,gtf,bml,btd,3,0,test
3,rll,rmd,gsl,bmd,3,0,test
3,rll,rsl,bmf,gtd,3,1,test
3,lll,gtf,bsl,rtl,3,0,test
3,lrl,rml,gsd,btf,3,1,test
3,lll,rtf,btf,gtf,1,1,test
3,lll,gsl,bsl,gtl,1,0,test
3,rrr,rmd,gtf,btf,3,0,test
3,lrl,rsf,gsf,bsf,1,1,test
3,lll,gsl,btf,rmd,3,1,test
3,rll,bsl,bml,rsl,1,0,test
3,lrl,bmf,gtl,rml,3,0,test
3,lrl,rtl,btl,gtl,1,1,test
3,rll,gsd,bml,rmd,3,0,test
3,lrl,bsf,gsf,gmf,1,0,test
3,lll,gtd,gsd,rtd,1,0,test
3,lrl,rsd,rsl,bsl,1,0,test
3,rrr,gtf,rsd,bml,3,1,test
3,lrl,bsf,gtd,rml,3,1,test
3,lrl,gtl,rsd,gmd,3,0,test
3,rll,gtd,gmd,gsd,1,1,test
3,rll,rsl,rtl,rtf,1,0,test
3,rrr,rsl,rsd,rtl,1,0,test
3,lll,bmf,gsl,btl,3,0,test
3,lrl,rsd,bmf,gtl,3,1,test
3,rrr,gtl,gtd,btl,1,0,test
3,rrr,btd,gml,gsd,3,0,test
3,rll,gmf,gmd,bmf,1,0,test
3,lrl,gtd,bsf,bmf,3,0,test
3,lrl,btd,bsd,bmd,1,1,test
3,rrr,rml,btf,gsd,3,1,test
3,lll,rtf,gmd,bsl,3,1,test
3,rrr,rtl,gsf,bmd,3,1,test
4,lll,bsf,btf,rsf,1,0,test
4,rrr,rtd,rmd,rsd,1,1,test
4,rrr,btl,gtl,gsl,1,0,test
4,lll,gtl,bsf,gmf,3,0,test
4,lll,gtd,gsd,gmd,1,1,test
4,lrr,btd,gtd,rtd,1,1,test
4,rlr,rsf,btl,gmd,3,1,test
4,rrr,rsd,btf,rsl,3,0,test
4,lrr,rtf,bsl,rtd,3,0,test
4,lrr,rmd,btf,gsl,3,1,test
4,lrr,gsd,rml,rmf,3,0,test
4,rlr,gtd,bsl,rmf,3,1,test
4,lll,gtd,rsl,bmf,3,1,test
4,rrr,btl,btd,bsl,1,0,test
4,lrr,gml,rtf,btl,3,0,test
4,lrr,rml,rtl,rsl,1,1,test
4,rrr,btd,gsf,rml,3,1,test
4,rrr,gtf,gmf,gsf,1,1,test
4,lrr,rmf,gmf,gmd,1,0,test
4,rlr,gtl,gtd,btd,1,0,test
4,rrr,gtd,rsf,rsl,3,0,test
4,lrr,rml,bml,rmf,1,0,test
4,rlr,bml,gsd,gtd,3,0,test
4,lll,rmf,gtd,rsd,3,0,test
4,rlr,btd,bsd,btf,1,0,test
4,rrr,gtl,gsl,gml,1,1,test
4,lll,bsf,rsf,gsf,1,1,test
4,lll,rmd,gtf,bsl,3,1,test
4,lrr,bml,gtd,rsf,3,1,test
4,rlr,rtf,bmd,gtf,3,0,test
4,lll,btd,gml,rsf,3,1,test
4,lll,gmd,bsl,bmf,3,0,test
4,lll,bsf,btf,btl,1,0,test
4,rlr,gsf,bmd,rtl,3,1,test
4,rrr,gsl,rtd,gml,3,0,test
4,lrr,bml,rsf,gtd,3,1,test
4,rrr,bmd,btd,btl,1,0,test
4,rlr,gml,gtl,gsl,1,1,test
4,lll,btf,gtf,rtf,1,1,test
4,rlr,gtf,btf,btd,1,0,test
4,rrr,btl,gmd,rsf,3,1,test
4,rlr,rsl,bsl,gsl,1,1,test
4,lrr,gsf,gsl,rsl,1,0,test
4,rlr,rml,gtf,gsf,3,0,test
4,rrr,bmf,gtd,rsl,3,1,test
4,lll,gml,gtl,rml,1,0,test
4,lrr,gsf,gsl,gsd,1,1,test
4,rlr,gsf,gmf,gtf,1,1,test
5,llr,gml,rtd,btl,3,0,test
5,lll,rmf,rmd,rml,1,1,test
5,rrr,rml,rmd,rmf,1,1,test
5,rrr,btd,bsd,bsf,1,0,test
5,rrr,gtl,btl,rtl,1,1,test
5,lll,rsf,gmd,gsl,3,0,test
5,llr,bsd,bsf,bsl,1,1,test
5,lll,bsl,rtf,gsf,3,0,test
5,rrr,rml,rmd,gml,1,0,test
5,lll,rsd,gtf,bml,3,1,test
5,lrl,rtf,bsl,gsf,3,0,test
5,llr,gtl,bsf,rmd,3,1,test
5,lrl,rsd,gsd,bsd,1,1,test
5,lll,gtl,gtf,rtf,1,0,test
5,lrl,gsf,bsf,gtf,1,0,test
5,lll,btf,btd,btl,1,1,test
5,llr,rsl,gmf,gtl,3,0,test
5,rrr,btf,rmd,rsf,3,0,test
5,lrl,bml,bsl,btl,1,1,test
5,lrl,btf,gsl,bmf,3,0,test
5,lrl,gtl,gsl,rsl,1,0,test
5,lrl,gtl,gml,gsl,1,1,test
5,llr,rtd,rmd,rtl,1,0,test
5,lrl,rsl,btf,gmd,3,1,test
5,llr,gmf,rmf,rmd,1,0,test
5,rrr,gtd,rml,bsf,3,1,test
5,rrr,rsf,rtf,gsf,1,0,test
5,llr,bml,rml,gml,1,1,test
5,llr,btf,rsl,gmd,3,1,test
5,llr,gsf,rtl,bmd,3,1,test
5,rrr,btd,rmf,gsl,3,1,test
5,llr,rmd,rmf,rml,1,1,test
5,llr,btf,gsd,rtf,3,0,test
5,llr,rsl,rml,gml,1,0,test
5,lll,btf,gsd,rml,3,1,test
5,lll,bsl,btl,rsl,1,0,test
5,rrr,btd,gsl,bml,3,0,test
5,lrl,rtl,bsf,gmd,3,1,test
5,rrr,bsf,rtd,gml,3,1,test
5,lrl,rsd,rsl,gsd,1,0,test
5,lll,gmf,gtf,gsf,1,1,test
5,lll,rsf,rtf,btf,1,0,test
5,lrl,rmd,gtl,bsf,3,1,test
5,rrr,rmd,btf,gmd,3,0,test
5,lll,gtl,bsd,rmf,3,1,test
5,rrr,btl,btf,btd,1,1,test
5,lll,bsl,gtf,gtd,3,0,test
5,lrl,rsl,btd,bmd,3,0,test
6,rrr,bsf,bsd,bsl,1,1,test
6,rrr,btl,rsd,gmf,3,1,test
6,rrl,gsd,gmd,gml,1,0,test
6,rrr,rsf,btd,rsl,3,0,test
6,rrr,rmf,btl,gsd,3,1,test
6,lll,bsd,gtf,rml,3,1,test
6,rrr,btd,btl,btf,1,1,test
6,rrl,rtf,gsl,bsl,3,0,test
6,rrl,gtf,gtd,gtl,1,1,test
6,lll,rtd,gml,bsf,3,1,test
6,lll,btd,btf,btl,1,1,test
6,lll,gmf,gsf,bmf,1,0,test
6,lll,rmd,btl,gsf,3,1,test
6,rlr,gtd,gtf,btf,1,0,test
6,rrl,btd,gsf,gsl,3,0,test
6,rrr,rtd,gmf,rsd,3,0,test
6,rlr,bml,bmf,bmd,1,1,test
6,rrl,bmd,rsl,gtf,3,1,test
6,rlr,rtf,rtd,btd,1,0,test
6,rrl,rsd,rsf,rsl,1,1,test
6,rrl,gml,gtl,gmf,1,0,test
6,rlr,gsd,bml,rsl,3,0,test
6,rlr,rmf,gtl,bsd,3,1,test
6,lll,gml,bsf,rsf,3,0,test
6,rrr,rmd,rmf,rsd,1,0,test
6,rrl,bmf,rtd,gsl,3,1,test
6,lll,gsd,bsd,gmd,1,0,test
6,lll,gtf,btf,rtf,1,1,test
6,rlr,bmf,gmf,gtf,1,0,test
6,rlr,rmd,gsf,btl,3,1,test
6,rrr,gtf,gtd,gmd,1,0,test
6,rrl,bmd,bsd,btd,1,1,test
6,lll,rsl,gtf,bsf,3,0,test
6,rrr,rml,rsl,rsf,1,0,test
6,rrr,gtf,rml,bsd,3,1,test
6,rrl,btl,rmd,gsf,3,1,test
6,rrl,bsf,gtd,gmf,3,0,test
6,rlr,bsf,gtd,rsf,3,0,test
6,rrr,rmf,gmf,bmf,1,1,test
6,rrr,rtd,gmf,gtl,3,0,test
6,rlr,rtl,gmd,rtf,3,0,test
6,rrl,bmd,bmf,gmf,1,0,test
6,rlr,gmf,btd,rsl,3,1,test
6,rlr,bmf,rmf,gmf,1,1,test
6,lll,btl,gtl,rtl,1,1,test
6,rlr,btf,bsf,bmf,1,1,test
6,lll,bsf,bsl,gsl,1,0,test
6,lll,bmf,gsd,rsd,3,0,test
