block,presentation,shape1,shape2,shape3,span,is_set,train_test
2,rlr,gml,bsf,rsl,3,0,test
2,rrl,gtd,rtd,gmd,1,0,test
2,rlr,rtf,rmf,rsf,1,1,test
2,rrl,bmd,btd,btl,1,0,test
2,rrr,rsl,btf,bmf,3,0,test
2,rlr,gmd,rtl,bsf,3,1,test
2,rlr,bml,rml,rmf,1,0,test
2,rrl,rmd,gmd,bmd,1,1,test
2,rrr,gmd,bmd,btd,1,0,test
2,rrr,rsl,bsl,rml,1,0,test
2,rlr,btl,btd,btf,1,1,test
2,rrl,gml,bsd,rtf,3,1,test
2,lll,gsl,rmd,gtl,3,0,test
2,rlr,rsl,rml,rsf,1,0,test
2,lll,gmf,btd,rsl,3,1,test
2,lll,btl,rsd,gtl,3,0,test
2,rlr,bsd,bsl,bsf,1,1,test
2,lll,gtd,rmf,bsl,3,1,test
2,rlr,gml,rsf,btd,3,1,test
2,lll,btf,btl,btd,1,1,test
2,rrl,btf,rml,gsd,3,1,test
2,lll,btd,gml,btf,3,0,test
2,rrl,gmf,rsl,btd,3,1,test
2,lll,rmd,bmd,gmd,1,1,test
2,lll,gtd,gmd,gmf,1,0,test
2,rrl,gmd,bsl,btl,3,0,test
2,lll,gtl,gtf,gmf,1,0,test
2,rrr,bsd,rsd,gsd,1,1,test
3,lll,gmf,gsf,gtf,1,1,test
3,lll,rtd,bsf,bmf,3,0,test
3,rll,rsl,btf,gmd,3,1,test
3,lll,bsf,bsd,bsl,1,1,test
3,rrr,rmd,gmd,gml,1,0,test
3,lrl,rtd,rsd,gsd,1,0,test
3,rrr,gmd,gtd,rtd,1,0,test
3,rrr,btl,rsf,bmf,3,0,test
3,lrl,rtd,gmf,gsd,3,0,test
3,lll,bsl,gmd,rtf,3,1,test
3,rrr,btf,btd,btl,1,1,test
3,lrl,rmd,gsl,bsd,3,0,test
3,rll,bsl,btl,rtl,1,0,test
3,lll,rmd,rmf,rtd,1,0,test
3,lrl,gsd,gsl,gsf,1,1,test
3,lrl,gml,bml,rml,1,1,test
3,lll,rtf,rmf,gtf,1,0,test
3,rrr,rsf,gtd,bml,3,1,test
3,rll,bsl,gtf,btd,3,0,test
3,lrl,bsl,gmf,rtd,3,1,test
3,rrr,bmd,rsf,gtl,3,1,test
3,lll,rmd,rtd,gtd,1,0,test
3,rll,gtf,rtf,btf,1,1,test
3,lll,gtf,bsd,rml,3,1,test
3,rll,rml,bml,gml,1,1,test
3,rll,rtl,gmd,bsf,3,1,test
3,rrr,bsf,gml,rtd,3,1,test
3,rrr,rml,rsl,rtl,1,1,test
3,rrr,gtl,btl,rtl,1,1,test
3,rll,gsf,rmd,rtf,3,0,test
3,lll,rmf,btl,rsf,3,0,test
3,lrl,gml,rtd,bsf,3,1,test
3,rrr,gtl,rsd,gmd,3,0,test
3,lrl,bsf,gsf,rsf,1,1,test
3,lrl,gml,btd,rsf,3,1,test
3,lrl,bsl,bml,bsf,1,0,test
3,lll,btd,btl,btf,1,1,test
3,rll,rtd,rmd,rml,1,0,test
3,lrl,rmf,bsl,gml,3,0,test
3,rrr,bsd,rmf,rml,3,0,test
3,rll,gml,rtf,btf,3,0,test
3,rll,gmf,rtl,bsd,3,1,test
3,rrr,rsl,gsl,gml,1,0,test
3,lll,rml,gsd,rtl,3,0,test
3,lrl,gsl,rsl,rml,1,0,test
3,rll,rmd,rml,rmf,1,1,test
3,lll,gsd,btl,rmf,3,1,test
3,rll,rtf,rtd,btd,1,0,test
4,rrr,gsf,gsl,gtf,1,0,test
4,rlr,rtl,rsl,rml,1,1,test
4,lrr,rsl,btf,rmf,3,0,test
4,lll,bsl,bsf,bml,1,0,test
4,rlr,rsd,gtl,bmf,3,1,test
4,lrr,gtf,btf,rtf,1,1,test
4,lll,rtl,gmf,bsd,3,1,test
4,rrr,rml,gtf,gsl,3,0,test
4,lrr,bsd,bmd,btd,1,1,test
4,lrr,btf,gml,rsd,3,1,test
4,rlr,rsd,rtd,btd,1,0,test
4,rlr,gmf,rsl,rtl,3,0,test
4,lrr,gmd,gmf,rmd,1,0,test
4,lrr,bmf,gtd,rsl,3,1,test
4,rrr,bsf,rtd,gtd,3,0,test
4,rrr,gsf,rtd,gmd,3,0,test
4,lll,rmf,rmd,rsf,1,0,test
4,lll,rsf,rmf,rtf,1,1,test
4,lrr,gmd,gml,gmf,1,1,test
4,rlr,bsd,rtf,gml,3,1,test
4,lrr,gmd,rsl,rsf,3,0,test
4,lll,bsf,rmd,btf,3,0,test
4,rlr,gtf,bmd,bml,3,0,test
4,rrr,gmd,rsf,btl,3,1,test
4,rrr,gsf,gtf,gmf,1,1,test
4,rlr,bsl,bsf,btf,1,0,test
4,rrr,bsf,btf,bmf,1,1,test
4,rlr,rtd,rtf,rtl,1,1,test
4,lll,btl,gsf,bsd,3,0,test
4,lll,gsf,gsd,gsl,1,1,test
4,rrr,gml,gsl,bsl,1,0,test
4,rlr,gsl,rsl,rsd,1,0,test
4,lrr,bsd,rtl,bsf,3,0,test
4,lrr,gmd,gtd,btd,1,0,test
4,rlr,gmf,rtd,bsl,3,1,test
4,rrr,gtd,btd,bmd,1,0,test
4,lrr,bml,gml,gmd,1,0,test
4,rrr,gtl,rmd,bsf,3,1,test
4,rrr,gtf,gsf,gmf,1,1,test
4,lll,rml,gtd,bsf,3,1,test
4,lll,rtd,rtl,rtf,1,1,test
4,rlr,rsf,rtf,rmf,1,1,test
4,lrr,rtf,bmd,gsl,3,1,test
4,rrr,rtd,gsl,bmf,3,1,test
4,lll,gmf,bsl,rtd,3,1,test
4,lll,bmf,gtd,gtl,3,0,test
4,rlr,bsd,gtl,rtl,3,0,test
4,lll,gml,bml,gtl,1,0,test
5,lll,gmf,btl,rsd,3,1,test
5,lll,gtd,gtf,gtl,1,1,test
5,llr,gml,rtd,bmd,3,0,test
5,lrl,gtl,btl,bml,1,0,test
5,lrl,rmf,bsd,gmf,3,0,test
5,llr,bsl,rsl,gsl,1,1,test
5,llr,bsd,gml,rtf,3,1,test
5,lrl,rtl,bmf,gsd,3,1,test
5,rrr,rtf,gsd,bml,3,1,test
5,lrl,gml,gtl,gmd,1,0,test
5,rrr,gtf,bmd,bsf,3,0,test
5,lrl,gtd,gtl,gtf,1,1,test
5,rrr,rsd,rmd,rtd,1,1,test
5,rrr,btl,btf,bmf,1,0,test
5,rrr,gsd,rtl,bmf,3,1,test
5,lrl,bmf,bmd,bsd,1,0,test
5,rrr,gsf,gtf,rsf,1,0,test
5,rrr,rtd,gml,rmf,3,0,test
5,lll,btf,gtf,bmf,1,0,test
5,llr,rsl,btf,rsd,3,0,test
5,llr,gtd,rtd,btd,1,1,test
5,rrr,rmf,rtf,rsf,1,1,test
5,lrl,btl,bml,bsl,1,1,test
5,llr,gsd,rml,btf,3,1,test
5,lll,rtl,btl,gtl,1,1,test
5,lrl,btl,gsd,gtf,3,0,test
5,rrr,gsd,rmf,bmf,3,0,test
5,llr,gml,rtd,gsd,3,0,test
5,lll,rml,bsd,gtf,3,1,test
5,llr,bsf,rsf,rsd,1,0,test
5,llr,bsf,gtl,rmd,3,1,test
5,lll,bmd,btd,gtd,1,0,test
5,lll,bsf,rmd,btd,3,0,test
5,rrr,gsl,gml,gtl,1,1,test
5,lrl,gsd,bsd,rsd,1,1,test
5,lll,gsl,rtd,bmf,3,1,test
5,llr,gmf,gsf,gsl,1,0,test
5,lrl,bsl,gtd,rmf,3,1,test
5,lll,btl,btf,bml,1,0,test
5,lrl,bml,rtf,gsd,3,1,test
5,lll,bml,bsl,btl,1,1,test
5,rrr,rmd,bsf,gtl,3,1,test
5,rrr,rmd,bmd,bsd,1,0,test
5,lll,bsl,rtf,bml,3,0,test
5,llr,gsf,gtf,bsf,1,0,test
5,llr,btl,btf,btd,1,1,test
5,lrl,bmd,gtf,gsf,3,0,test
5,lll,rtd,bsl,gtd,3,0,test
6,lll,gsd,gmd,gml,1,0,test
6,rrl,gsf,gsl,gsd,1,1,test
6,rrr,btl,rsf,gtf,3,0,test
6,rrl,bmf,gtl,rsd,3,1,test
6,rlr,gtl,gtf,gtd,1,1,test
6,lll,rsd,bmf,gtl,3,1,test
6,lll,btl,gsf,gmf,3,0,test
6,rrl,rtd,bsl,gmf,3,1,test
6,lll,gsf,rmd,btl,3,1,test
6,rlr,gmd,gsd,gmf,1,0,test
6,rrl,btl,bsl,bml,1,1,test
6,rlr,rtd,gtd,rtf,1,0,test
6,rlr,gtl,gtd,gtf,1,1,test
6,rrl,gml,gtl,btl,1,0,test
6,rlr,bmd,gtf,rsl,3,1,test
6,rrr,gtl,btl,gtf,1,0,test
6,lll,gsd,gsl,gml,1,0,test
6,rlr,bsf,btf,rsf,1,0,test
6,rrl,btl,rsf,gmd,3,1,test
6,rrr,rml,rtl,rsl,1,1,test
6,rrl,rsf,rtf,rtl,1,0,test
6,lll,bsf,rml,gtd,3,1,test
6,rrr,bsl,rtd,gtd,3,0,test
6,rrr,btd,rtd,rmd,1,0,test
6,rrr,gsf,gmf,gtf,1,1,test
6,rrr,gsf,bsf,gmf,1,0,test
6,rlr,rtf,bsd,bmf,3,0,test
6,rlr,rmf,gsl,btd,3,1,test
6,rrr,bml,rtd,gml,3,0,test
6,rrr,gtd,bsf,rml,3,1,test
6,lll,rml,rsl,rmf,1,0,test
6,lll,btd,bmd,bsd,1,1,test
6,lll,gtf,rml,rsl,3,0,test
6,lll,bml,gsd,rsd,3,0,test
6,lll,bsl,bsf,bsd,1,1,test
6,rlr,bsd,rtf,gsf,3,0,test
6,rrl,bml,gsf,bsd,3,0,test
6,rlr,btf,bmf,bsf,1,1,test
6,rlr,rtf,bml,gsd,3,1,test
6,rrr,rmd,btl,gsf,3,1,test
6,lll,rsd,rtd,rmd,1,1,test
6,rrl,rtl,bsf,rml,3,0,test
6,rrl,bsf,rtd,rmd,3,0,test
6,rrl,btd,btf,rtf,1,0,test
6,rrl,rmf,bmf,gmf,1,1,test
6,rrr,gml,btf,rsd,3,1,test
6,rrr,bmd,gmd,rmd,1,1,test
6,rlr,rsl,gtd,rsf,3,0,test
