block,presentation,shape1,shape2,shape3,span,is_set,train_test
2,lll,rtl,rml,btl,1,0,test
2,lll,rsf,bml,gsf,3,0,test
2,rlr,rml,btd,rmf,3,0,test
2,lll,gtl,bsf,gml,3,0,test
2,lll,rsf,btd,gml,3,1,test
2,lll,gsl,gml,rsl,1,0,test
2,rrl,rtl,gmf,gsf,3,0,test
2,rlr,bmd,bsd,bsf,1,0,test
2,rlr,gml,rsd,btf,3,1,test
2,lll,rmd,rmf,rml,1,1,test
2,rrl,gtf,gtd,gtl,1,1,test
2,rrl,bmd,bmf,bml,1,1,test
2,rrr,gtl,rtl,rsl,1,0,test
2,rlr,gsf,btl,rmd,3,1,test
2,rrl,gtf,rsd,bml,3,1,test
2,rrl,gmf,rtl,btf,3,0,test
2,rrl,bsf,gsf,gsd,1,0,test
2,rlr,gmf,rmf,bmf,1,1,test
2,rlr,rtd,btd,gtd,1,1,test
2,rlr,rsf,btd,rsl,3,0,test
2,rrl,gml,rml,bml,1,1,test
3,rll,btf,bmf,bsf,1,1,test
3,rll,btd,gsl,btf,3,0,test
3,rll,gml,rsd,gsf,3,0,test
3,lll,btd,gtd,gmd,1,0,test
3,lll,rtd,bml,gsf,3,1,test
3,lrl,bmf,gmf,rmf,1,1,test
3,rrr,gtl,bsf,rmd,3,1,test
3,rll,rtf,gsl,bmd,3,1,test
3,lrl,bsd,gmf,rtl,3,1,test
3,lrl,gsl,bmf,rtd,3,1,test
3,lrl,rsd,rsf,bsf,1,0,test
3,lrl,gtd,rmf,btd,3,0,test
3,lll,rsf,rsl,rsd,1,1,test
3,rll,bsf,gtl,rmd,3,1,test
3,rll,rml,gtd,bsf,3,1,test
3,rll,btf,bsf,gsf,1,0,test
3,lrl,bml,btl,bsl,1,1,test
3,rrr,bmf,bml,bmd,1,1,test
3,lll,gsl,gtl,btl,1,0,test
3,rll,gsd,gmd,rsd,1,0,test
3,rll,btl,bsl,bml,1,1,test
3,rrr,gmf,bmf,gtf,1,0,test
3,lrl,gmd,gsd,gsl,1,0,test
3,rrr,gmf,gsf,gtf,1,1,test
3,rrr,gtd,gsd,gsf,1,0,test
3,lll,gsd,bml,rml,3,0,test
3,rrr,bmd,rmd,btd,1,0,test
3,lll,gsd,gtd,gmd,1,1,test
3,lll,rsl,bmd,bmf,3,0,test
3,lrl,rtl,gmf,bsd,3,1,test
3,lrl,rsl,rtl,rtf,1,0,test
3,lll,gsf,bmd,rtl,3,1,test
3,lll,rsf,gsf,rmf,1,0,test
3,rrr,gml,bsd,rtf,3,1,test
3,rll,rsl,btf,rsd,3,0,test
3,lrl,rtf,gmd,gtl,3,0,test
3,rrr,bmd,gmd,rmd,1,1,test
3,lll,gmd,bmd,rmd,1,1,test
3,lll,rsd,btl,gmf,3,1,test
3,rrr,gsf,rtl,bmd,3,1,test
3,lll,rtd,gsf,gmf,3,0,test
3,lrl,rtd,bmf,bsd,3,0,test
3,rrr,rmd,gsl,rtd,3,0,test
3,lrl,rtl,rsl,rml,1,1,test
3,rll,bmd,bmf,rmd,1,0,test
3,rrr,bmf,rtd,bml,3,0,test
3,rrr,btl,gmf,rmf,3,0,test
3,rll,bsd,btd,bmd,1,1,test
4,lrr,rtl,bsf,gtf,3,0,test
4,rlr,rtd,gsl,bsd,3,0,test
4,rrr,gmd,rtl,btd,3,0,test
4,rlr,gtd,btd,btf,1,0,test
4,lll,rtf,gml,bsd,3,1,test
4,lrr,gtf,bsd,rml,3,1,test
4,lll,gmf,btd,rsl,3,1,test
4,lll,btf,gml,gmd,3,0,test
4,rlr,rmf,rtf,gtf,1,0,test
4,rlr,gmf,rtd,bsl,3,1,test
4,rlr,rsl,btd,gmf,3,1,test
4,lll,bmf,rtl,bsl,3,0,test
4,lrr,gtd,rmf,bsl,3,1,test
4,rrr,rsf,btl,rtd,3,0,test
4,lll,rsf,btd,btl,3,0,test
4,rlr,bml,bmd,rml,1,0,test
4,lll,gsd,bsd,bsl,1,0,test
4,lrr,rtf,bmd,rtl,3,0,test
4,lll,btl,gtl,rtl,1,1,test
4,lrr,rtl,gtl,btl,1,1,test
4,lrr,gsl,btf,rsf,3,0,test
4,rrr,gtf,rml,bsd,3,1,test
4,rrr,gsd,bmf,rtl,3,1,test
4,lrr,gmf,gmd,gml,1,1,test
4,rrr,rsf,rsl,rmf,1,0,test
4,lll,gsl,gtl,gml,1,1,test
4,lll,btl,gmd,rsf,3,1,test
4,rrr,bsf,gsf,gtf,1,0,test
4,rrr,bml,rml,gml,1,1,test
4,lrr,bsf,rsf,rtf,1,0,test
4,lll,rtl,rml,bml,1,0,test
4,rrr,rtf,rtd,btf,1,0,test
4,rrr,rtf,rtl,rtd,1,1,test
4,lrr,gtd,rtd,rsd,1,0,test
4,rlr,bsd,rtf,gtd,3,0,test
4,lrr,rtf,btf,bsf,1,0,test
4,rlr,bsd,rtf,gsf,3,0,test
4,lll,bsf,rsf,gsf,1,1,test
4,rlr,gtd,bml,rsf,3,1,test
4,rlr,bsl,gsl,rsl,1,1,test
4,rrr,rsl,bmf,gtd,3,1,test
4,rlr,gtd,gtf,gtl,1,1,test
4,lrr,gmf,rsl,btd,3,1,test
4,lll,btl,gtl,gtd,1,0,test
4,rrr,rtf,rtd,rtl,1,1,test
4,rrr,btl,rsd,gsd,3,0,test
4,lrr,gmd,gml,gmf,1,1,test
4,rlr,bmf,bmd,bml,1,1,test
5,lrl,bmd,gtf,rtd,3,0,test
5,lll,bsd,bsl,btl,1,0,test
5,llr,rmd,gtl,bsf,3,1,test
5,rrr,gml,rtf,bsd,3,1,test
5,rrr,rtd,rtf,rtl,1,1,test
5,lrl,rtd,rsd,bsd,1,0,test
5,lrl,gtl,gml,gtf,1,0,test
5,lll,gsd,btf,rml,3,1,test
5,llr,btf,btl,btd,1,1,test
5,rrr,rtl,rtf,rtd,1,1,test
5,rrr,gmf,rtl,bsd,3,1,test
5,llr,bmd,gmd,bmf,1,0,test
5,llr,bmf,rtd,gsl,3,1,test
5,llr,gsd,bmf,gml,3,0,test
5,rrr,rtl,bmd,gtd,3,0,test
5,lll,rsd,rsl,bsd,1,0,test
5,lll,gtd,bsl,gsf,3,0,test
5,lrl,bsf,gtl,gtd,3,0,test
5,lrl,bsl,rmd,rtl,3,0,test
5,lll,btf,rtf,gtf,1,1,test
5,llr,gtf,btf,rtf,1,1,test
5,llr,bsd,rmf,gtl,3,1,test
5,lll,gtl,gtd,gtf,1,1,test
5,rrr,rmf,rmd,bmf,1,0,test
5,llr,bsl,bsf,bml,1,0,test
5,rrr,bsf,gtd,bsl,3,0,test
5,lll,bmd,rmd,gmd,1,1,test
5,lrl,btd,gtd,rtd,1,1,test
5,lll,rsf,btd,bmf,3,0,test
5,lrl,bsl,bml,rml,1,0,test
5,rrr,btf,rml,gsd,3,1,test
5,lrl,gmd,rmd,bmd,1,1,test
5,llr,gtd,btd,rtd,1,1,test
5,lll,gmd,btf,gsd,3,0,test
5,lll,gsf,btd,rml,3,1,test
5,lrl,gtl,rmd,bsf,3,1,test
5,lrl,rsf,gmd,btl,3,1,test
5,llr,bsf,gml,gtl,3,0,test
5,lrl,rtd,gsl,bmf,3,1,test
5,rrr,gsl,rmd,bsd,3,0,test
5,rrr,bsf,gsf,gsl,1,0,test
5,lll,gsl,rtd,bmf,3,1,test
5,llr,bmf,rtd,bsd,3,0,test
5,rrr,rml,rsl,rtl,1,1,test
5,lll,gsd,gmd,gmf,1,0,test
5,lrl,gsd,rsd,bsd,1,1,test
5,rrr,bml,bsl,bsd,1,0,test
5,llr,gmd,gmf,gsf,1,0,test
6,rrr,rml,gml,bml,1,1,test
6,rlr,bmf,rsl,gtd,3,1,test
6,lll,rmd,bmd,bml,1,0,test
6,lll,rtf,bsl,gtf,3,0,test
6,rrr,btf,gml,rsd,3,1,test
6,rrl,bml,gtf,bmd,3,0,test
6,rrl,rml,btf,gsd,3,1,test
6,lll,rtf,rmf,rsf,1,1,test
6,rlr,gmd,gmf,gml,1,1,test
6,rrl,rsl,gtf,rsd,3,0,test
6,rlr,rmf,bmf,btf,1,0,test
6,rrr,gmd,bmd,btd,1,0,test
6,lll,rtf,rmf,gmf,1,0,test
6,rlr,gsd,rsd,gsl,1,0,test
6,rrr,gsl,rtf,bmd,3,1,test
6,rlr,btl,rmd,rsl,3,0,test
6,rrl,rtf,rtd,rsf,1,0,test
6,rrr,rtf,bsd,gml,3,1,test
6,lll,rtd,gml,bsf,3,1,test
6,rrr,bml,gsf,rmf,3,0,test
6,lll,rtd,bmf,rtl,3,0,test
6,rlr,gtf,gtl,gtd,1,1,test
6,lll,rmd,rtd,rsd,1,1,test
6,rrr,gsl,gsf,gsd,1,1,test
6,lll,gtd,gmd,btd,1,0,test
6,rrl,rmf,gsd,btl,3,1,test
6,rrr,rsf,bsf,gsf,1,1,test
6,rlr,rml,rsl,rmd,1,0,test
6,rrr,bmd,rtl,gmd,3,0,test
6,lll,bsf,rmd,gtl,3,1,test
6,rrl,rmf,rmd,rml,1,1,test
6,rrl,rmf,rsf,rmd,1,0,test
6,rrr,gtf,gmf,gml,1,0,test
6,rlr,gsl,rmf,gtf,3,0,test
6,rrl,gtf,gmf,gsf,1,1,test
6,rrr,bml,rtf,gml,3,0,test
6,rrl,rsd,bmf,gtl,3,1,test
6,rlr,bsl,bsf,bsd,1,1,test
6,rrl,rmd,rsd,rml,1,0,test
6,lll,rml,btf,gtf,3,0,test
6,rrl,gmf,rsd,bsd,3,0,test
6,rlr,bsf,rtl,bml,3,0,test
6,rrr,gtl,btl,gtd,1,0,test
6,lll,gmd,rtl,bsf,3,1,test
6,lll,rtd,rtl,rtf,1,1,test
6,rlr,btd,rmf,gsl,3,1,test
6,rrl,btl,rtl,gtl,1,1,test
6,rlr,gsf,rtd,bml,3,1,test
